"","log2foldChange","pValues","FDR","celltype","gene"
"HES4",-0.0100093709880968,1.567864951324e-07,1.19372208393022e-05,"CP.mixed","HES4"
"TMEM52",-0.0185357705769001,0.00194178585364659,0.028597048780757,"CP.mixed","TMEM52"
"GABRD",-0.0255261419235641,4.59676645967488e-05,0.00143791487258938,"CP.mixed","GABRD"
"HES5",-0.0200841190998623,2.15736805896356e-07,1.55455704641655e-05,"CP.mixed","HES5"
"PRDM16",0.0208713537660254,0.00128513774107121,0.0207641724510814,"CP.mixed","PRDM16"
"SMIM1",-0.0246858261294328,2.08175549756551e-09,3.57463994534094e-07,"CP.mixed","SMIM1"
"CHD5",0.0357522868554645,7.23976746143739e-08,6.38563314727109e-06,"CP.mixed","CHD5"
"RNF207",0.0150263163004457,7.7526344152383e-05,0.00224256760029321,"CP.mixed","RNF207"
"PLOD1",0.0144187528084002,0.00384566237665054,0.0479326922173871,"CP.mixed","PLOD1"
"TMEM51-AS1",0.00883714818663351,0.00259590877071968,0.0356685722143569,"CP.mixed","TMEM51-AS1"
"VWA5B1",0.0452420921285327,2.15337693249898e-05,0.000772392379277024,"CP.mixed","VWA5B1"
"CAMK2N1",-0.0125943319854627,0.000627862598665125,0.0121953432070443,"CP.mixed","CAMK2N1"
"HSPG2",0.0261260122804242,3.97592691044392e-06,0.000187647474448758,"CP.mixed","HSPG2"
"CRYBG2",-0.0209208455570591,0.000239841439913326,0.00569920006453149,"CP.mixed","CRYBG2"
"HMGN2",-0.00469837758836167,0.00402616187686953,0.0494945002700313,"CP.mixed","HMGN2"
"XKR8",-0.019319357360882,0.00295531466957143,0.0391478223266807,"CP.mixed","XKR8"
"COL16A1",0.0281448209475707,0.00155854678616639,0.0240042974002975,"CP.mixed","COL16A1"
"CCDC28B",-0.00894519536300142,0.000696249734630618,0.0131594460968066,"CP.mixed","CCDC28B"
"FAM167B",-0.0179146794963103,7.3507410149819e-05,0.00213013125175625,"CP.mixed","FAM167B"
"AL033529.1",0.00876589445010946,0.00228127522907365,0.0322544521487977,"CP.mixed","AL033529.1"
"SYNC",-0.0148023137554209,0.000858861302570487,0.0154203340209013,"CP.mixed","SYNC"
"CSMD2",0.034226858083116,1.9652086784929e-06,0.000105034547283291,"CP.mixed","CSMD2"
"DLGAP3",0.0127676331925231,0.00158235117125321,0.0242782606988575,"CP.mixed","DLGAP3"
"SH3D21",0.0138941136738314,0.00315391960298035,0.0413209547984625,"CP.mixed","SH3D21"
"GRIK3",0.0334641218485393,0.000588925167811386,0.0116588633451941,"CP.mixed","GRIK3"
"EPHA10",0.022775905316862,2.33845175795835e-06,0.000122947719300345,"CP.mixed","EPHA10"
"POU3F1",-0.0177454952877961,0.00124918140833184,0.0202440131645425,"CP.mixed","POU3F1"
"HPCAL4",0.0198071169074718,0.000171485200256392,0.00432491033959129,"CP.mixed","HPCAL4"
"HIVEP3",0.012291671665625,0.0010701412969856,0.0183378434728254,"CP.mixed","HIVEP3"
"SVBP",-0.00672324534941329,0.00250268767803003,0.0346564111727635,"CP.mixed","SVBP"
"CDC20",-0.0135863907410944,0.001426853461235,0.0224472141498968,"CP.mixed","CDC20"
"AL358075.4",0.00909379701860891,1.85027414866121e-08,1.95197876036213e-06,"CP.mixed","AL358075.4"
"AL109659.2",-0.0170814760170216,0.000342792605201252,0.00769543176711184,"CP.mixed","AL109659.2"
"GPX7",-0.022151890141303,0.000240780852889251,0.00569920006453149,"CP.mixed","GPX7"
"AC119674.2",0.00872220719010316,0.00219779678182292,0.0313380193068938,"CP.mixed","AC119674.2"
"PLPP3",0.00892484111118871,0.00143245985145418,0.0225134707520174,"CP.mixed","PLPP3"
"NFIA",0.0358151910299701,4.46883805499737e-05,0.00140678397509525,"CP.mixed","NFIA"
"CACHD1",0.01740565978621,0.00141605663098734,0.0223645499811807,"CP.mixed","CACHD1"
"DNAJC6",0.0230838151125246,8.69429892957492e-06,0.000365454893287158,"CP.mixed","DNAJC6"
"SGIP1",0.0105884578463866,0.00388410616126528,0.0483372070539575,"CP.mixed","SGIP1"
"WDR78",0.0129062025078601,0.00350316313876088,0.0446992539310193,"CP.mixed","WDR78"
"DIRAS3",-0.0184703081083547,0.00146815586843142,0.022896139007103,"CP.mixed","DIRAS3"
"WLS",0.0198439972856107,0.0012798363995225,0.020715937768577,"CP.mixed","WLS"
"RPE65",0.0306796685468265,0.000249575113836079,0.00582137559599444,"CP.mixed","RPE65"
"LRRC7",0.0381107552144535,2.05102032364077e-08,2.10863178623475e-06,"CP.mixed","LRRC7"
"NEGR1",0.0167271856479673,0.00281283870294734,0.0378687068983892,"CP.mixed","NEGR1"
"AL359504.2",-0.01354613087213,0.00122215586864027,0.019926078662346,"CP.mixed","AL359504.2"
"GNG5",-0.00905972185219532,2.19755101847571e-08,2.24497917653269e-06,"CP.mixed","GNG5"
"AC099568.2",-0.0186496713039347,0.000115828922206096,0.00313164930205794,"CP.mixed","AC099568.2"
"BARHL2",-0.0323319071533978,0.000624136406438398,0.0121668909858964,"CP.mixed","BARHL2"
"PLPPR4",0.0300179863501855,2.5729274713481e-05,0.000891193611910508,"CP.mixed","PLPPR4"
"S1PR1",0.0169056709749981,1.97148373297101e-05,0.000716705381393807,"CP.mixed","S1PR1"
"AL356488.2",0.00590799867365705,4.31858100725065e-11,1.78733887277007e-08,"CP.mixed","AL356488.2"
"KIAA1324",0.0120843641942793,3.20542309259801e-05,0.00106677802345618,"CP.mixed","KIAA1324"
"GPR61",0.0198418726999913,1.15874706378229e-07,9.07928949345143e-06,"CP.mixed","GPR61"
"CSF1",0.0135540736657121,0.000802065758694588,0.0148294884434013,"CP.mixed","CSF1"
"SLC6A17",0.0437556480390225,7.79295051694614e-06,0.00033542937145074,"CP.mixed","SLC6A17"
"KCNC4",0.0156981137135256,0.00181518655009373,0.027053486708276,"CP.mixed","KCNC4"
"KCNA2",0.0387977461475362,2.9850882784703e-06,0.000150569718446216,"CP.mixed","KCNA2"
"KCNA3",0.0162588654255219,0.00162734699412184,0.024789605319648,"CP.mixed","KCNA3"
"INKA2",0.00758779498815689,6.61586662010647e-14,2.13573406230277e-10,"CP.mixed","INKA2"
"KCND3",0.0264728248614119,2.92998329199968e-06,0.000148890406866939,"CP.mixed","KCND3"
"AL603832.3",0.0154707791844139,0.00228205094813995,0.0322544521487977,"CP.mixed","AL603832.3"
"IGSF3",0.0126187894415097,0.000395839265216088,0.00857960915750474,"CP.mixed","IGSF3"
"NOTCH2",0.012398144173247,4.15921121198481e-16,6.71338281726468e-12,"CP.mixed","NOTCH2"
"NBPF26",0.0157498481071172,0.00261944011353263,0.0358977067628389,"CP.mixed","NBPF26"
"LINC00623",-0.0156590893315777,0.00150176863692561,0.0233301709033843,"CP.mixed","LINC00623"
"FAM72D",-0.0152280493253587,0.000248224771262721,0.00579825764537132,"CP.mixed","FAM72D"
"NBPF10",0.0116497861715643,0.00338317329310133,0.0435121913338235,"CP.mixed","NBPF10"
"NBPF14",0.00998120909921139,0.00204071316625031,0.0296482009148931,"CP.mixed","NBPF14"
"MLLT11",-0.0102414103498576,0.00349911724255124,0.0446829520664711,"CP.mixed","MLLT11"
"S100A11",-0.0324442259382799,0.000921509942269948,0.0161874176708836,"CP.mixed","S100A11"
"TCHH",-0.0308799964002092,0.000378246249006721,0.00827272724284212,"CP.mixed","TCHH"
"S100A13",-0.0234440977634464,0.000432422380888465,0.00922025052829684,"CP.mixed","S100A13"
"PBXIP1",0.0148522695824975,0.000175214506757219,0.00437792159995088,"CP.mixed","PBXIP1"
"CKS1B",-0.0254753910409025,3.64219984905885e-08,3.54149082913608e-06,"CP.mixed","CKS1B"
"EFNA4",-0.00963652697594266,0.000247456088380831,0.00578867930805072,"CP.mixed","EFNA4"
"FAM189B",-0.0129205038449899,6.25997843398355e-05,0.001864249297102,"CP.mixed","FAM189B"
"HCN3",-0.0115579655483681,0.000372687998604146,0.00818443127274764,"CP.mixed","HCN3"
"BCAN",0.0495350197944303,0.000583109495937266,0.0116053888704358,"CP.mixed","BCAN"
"CADM3",0.0175138201950114,8.21062059979583e-06,0.000348756913424486,"CP.mixed","CADM3"
"KCNJ9",0.0468842802871388,6.70909038738954e-07,4.1973421683277e-05,"CP.mixed","KCNJ9"
"ATP1A2",0.0798884500239697,8.38347934459651e-11,2.96755746837281e-08,"CP.mixed","ATP1A2"
"PEA15",0.0229933144151082,1.50153319259136e-05,0.000575682832817508,"CP.mixed","PEA15"
"AL139011.2",0.00110179115491478,4.14377087250996e-08,3.92260215892414e-06,"CP.mixed","AL139011.2"
"TSTD1",-0.0277823172873911,4.10987493667997e-06,0.000193403764877409,"CP.mixed","TSTD1"
"PFDN2",-0.00374873331106832,8.17084752803346e-09,9.99133711742334e-07,"CP.mixed","PFDN2"
"C1orf226",0.00831580768267717,0.00262869786463278,0.0359490215430903,"CP.mixed","C1orf226"
"DDR2",0.0257856600633803,0.000125227338181194,0.00333338035912835,"CP.mixed","DDR2"
"NUF2",-0.016299649229674,0.000207688313907087,0.00507594761609026,"CP.mixed","NUF2"
"LMX1A",0.0335048687903575,0.00201842461011749,0.0294303447442696,"CP.mixed","LMX1A"
"ILDR2",0.0114240771842724,0.00121176976908675,0.0198988507371744,"CP.mixed","ILDR2"
"DNM3",0.0178656746131754,9.02990005444925e-05,0.00255719201497564,"CP.mixed","DNM3"
"TNR",0.0552137475926916,6.81729517732644e-10,1.42906443450943e-07,"CP.mixed","TNR"
"CACNA1E",0.0416662391145185,2.89500353409846e-08,2.86676392907259e-06,"CP.mixed","CACNA1E"
"RGS8",0.0298369706005823,9.25488943132633e-05,0.00259796817932241,"CP.mixed","RGS8"
"LAMC1",0.013552837771542,4.21048709184577e-06,0.000197562419039194,"CP.mixed","LAMC1"
"NMNAT2",0.014478879064511,0.000665386693481192,0.0126950432854372,"CP.mixed","NMNAT2"
"COLGALT2",0.0162003478905772,0.00029776126527825,0.00681571871381125,"CP.mixed","COLGALT2"
"BRINP3",0.0213981149529762,0.0016616489287173,0.025207401652656,"CP.mixed","BRINP3"
"LINC01351",-0.0219466111143614,2.95194673936177e-06,0.000149364803511092,"CP.mixed","LINC01351"
"C1orf53",-0.0182004055773795,7.12438792684187e-09,9.0547043722169e-07,"CP.mixed","C1orf53"
"KIF21B",0.0263707832153242,1.74591734714324e-07,1.30466906945551e-05,"CP.mixed","KIF21B"
"UBE2T",-0.0158384094473361,2.4690486522407e-05,0.000864488379518809,"CP.mixed","UBE2T"
"PPFIA4",0.0218296957578426,6.94179121693625e-05,0.00202984514551754,"CP.mixed","PPFIA4"
"ZC3H11A",0.000558502013056299,1.01948141500959e-05,0.000415541654537117,"CP.mixed","ZC3H11A"
"ZBED6",0.000555911741488304,1.26552275957661e-05,0.000495796185978786,"CP.mixed","ZBED6"
"LRRN2",0.014295712207955,0.00031102533690809,0.00704103781631624,"CP.mixed","LRRN2"
"SLC41A1",0.010073599940166,0.000661773215756123,0.0126410431662954,"CP.mixed","SLC41A1"
"FAM72A",-0.0105559199026484,0.00231292114255256,0.0326336190226755,"CP.mixed","FAM72A"
"PLXNA2",0.0163684849767707,0.00362472727906654,0.0458876258913044,"CP.mixed","PLXNA2"
"NEK2",-0.00984148145066254,0.00138187912014535,0.0219752816534641,"CP.mixed","NEK2"
"PTPN14",0.0190906932760691,1.3496249696752e-05,0.000522405195096581,"CP.mixed","PTPN14"
"TGFB2",0.0264698261475587,0.00172797645372091,0.026017973824169,"CP.mixed","TGFB2"
"TMEM63A",0.0242265486583667,0.00045777884175233,0.00962110453740152,"CP.mixed","TMEM63A"
"STUM",0.0428908390865676,2.88354155631496e-07,1.98056358555233e-05,"CP.mixed","STUM"
"ITPKB",0.0368492358984738,3.50780015226202e-10,8.98720670756529e-08,"CP.mixed","ITPKB"
"OBSCN",0.0130862651143903,5.48599543234433e-06,0.000245970700759638,"CP.mixed","OBSCN"
"TRIM67",0.0465428666088782,1.79858025436976e-05,0.000668914375248441,"CP.mixed","TRIM67"
"COA6",-0.00707171994252154,0.00317935042202135,0.0415193326552157,"CP.mixed","COA6"
"RYR2",0.0233609373403405,9.60028495267411e-05,0.00266680551342932,"CP.mixed","RYR2"
"OPN3",-0.00928020660211398,0.00297402658514631,0.0393151213029046,"CP.mixed","OPN3"
"AL390728.6",-0.0211956486156759,1.34478494650001e-05,0.000521783024554247,"CP.mixed","AL390728.6"
"MYT1L",0.0264968013922539,4.10713795895229e-05,0.00132586627590898,"CP.mixed","MYT1L"
"ID2-AS1",0.0176863500383252,0.000462296790216122,0.00969082141672522,"CP.mixed","ID2-AS1"
"C2orf50",0.0228690306593772,0.00180987074032733,0.0269991900366206,"CP.mixed","C2orf50"
"GREB1",0.015105085069107,0.00226247178592797,0.0320901204715847,"CP.mixed","GREB1"
"LINC00954",-0.0249189921878865,2.19715421615256e-05,0.00078634736591837,"CP.mixed","LINC00954"
"MATN3",-0.0142087995124057,0.00293192050680067,0.0390028309097833,"CP.mixed","MATN3"
"AC012065.4",-0.0120106203704976,0.00391431789763354,0.0484888758140467,"CP.mixed","AC012065.4"
"TP53I3",-0.0120835585509685,0.00244994466133665,0.0341785278985609,"CP.mixed","TP53I3"
"KIF3C",0.0116083346776784,0.001074640606748,0.0183378434728254,"CP.mixed","KIF3C"
"CENPA",-0.00884446349882121,0.000350404607547571,0.00782279497984142,"CP.mixed","CENPA"
"FOSL2",0.0190268420532704,0.0014403331470752,0.022615191952277,"CP.mixed","FOSL2"
"PLB1",0.0131103851756119,0.00390185728778694,0.0484255946159232,"CP.mixed","PLB1"
"SPDYA",0.00190366222026912,2.85315130487009e-09,4.22501974421176e-07,"CP.mixed","SPDYA"
"SIX3-AS1",-0.0343885802484402,9.47051719284612e-05,0.00264928280779427,"CP.mixed","SIX3-AS1"
"SIX3",-0.03548067463128,0.00218963932122721,0.0312493088275229,"CP.mixed","SIX3"
"PRKCE",0.0133551539900398,8.40826922649455e-08,7.10564783166746e-06,"CP.mixed","PRKCE"
"AC073283.3",0.00464851752982381,4.54756556752228e-09,6.06630213432869e-07,"CP.mixed","AC073283.3"
"STON1",0.0113801429908787,0.000887008695525661,0.0157930564993499,"CP.mixed","STON1"
"STON1-GTF2A1L",0.0135260970740663,1.64496162388236e-06,8.9700424226639e-05,"CP.mixed","STON1-GTF2A1L"
"NRXN1",0.0174033916036998,4.35505620100603e-06,0.000203164630463694,"CP.mixed","NRXN1"
"CHAC2",-0.0218026037017825,3.3547146448233e-05,0.00110281973690617,"CP.mixed","CHAC2"
"EML6",0.0118740661272462,0.000810945099726997,0.0149266764794682,"CP.mixed","EML6"
"EFEMP1",0.0311554147925292,0.000454303397408286,0.00957299104121037,"CP.mixed","EFEMP1"
"MIR217HG",-0.0248030310938366,0.000801951482828879,0.0148294884434013,"CP.mixed","MIR217HG"
"FBXO41",0.0199313140092279,3.2408588240396e-06,0.000159483848411046,"CP.mixed","FBXO41"
"AC006030.1",0.0135601458718606,1.41160412147555e-11,9.06068073502458e-09,"CP.mixed","AC006030.1"
"SLC4A5",0.0331299395505551,0.000286811076174856,0.00657587724508288,"CP.mixed","SLC4A5"
"INO80B-WBP1",0.00150210700577572,3.43685885303167e-09,4.86617006550738e-07,"CP.mixed","INO80B-WBP1"
"DNAH6",0.0131667174612184,0.000784835569190884,0.0145777110728539,"CP.mixed","DNAH6"
"REEP1",0.0154641045919304,0.00085087817218574,0.0153452788572626,"CP.mixed","REEP1"
"ITPRIPL1",-0.0196987928593701,0.00114934483484695,0.019204528964042,"CP.mixed","ITPRIPL1"
"AC092683.1",-0.0344629909164957,0.00039016256183867,0.00847592720139701,"CP.mixed","AC092683.1"
"AFF3",0.0149986367643143,3.99695823530974e-07,2.65493427473805e-05,"CP.mixed","AFF3"
"LONRF2",0.0243784132691684,4.81051149059467e-07,3.10585863878755e-05,"CP.mixed","LONRF2"
"NPAS2",0.0185072440896407,0.00046499166687127,0.00973466990268376,"CP.mixed","NPAS2"
"FHL2",-0.0223645220422245,0.000126745769497293,0.00335928319450871,"CP.mixed","FHL2"
"SH3RF3",0.0230528270363848,8.63242565883281e-06,0.000363801521042351,"CP.mixed","SH3RF3"
"EN1",-0.0285317367909956,0.00234948656602311,0.0330628270812371,"CP.mixed","EN1"
"GYPC",-0.0339777099235859,0.00133276855035982,0.0213626784224011,"CP.mixed","GYPC"
"AC012306.2",-0.00779803725406914,0.00176247893429972,0.0264388220060705,"CP.mixed","AC012306.2"
"MZT2B",-0.004633213188717,7.86583964671607e-05,0.00226718781674364,"CP.mixed","MZT2B"
"POTEI",-0.0341662542684507,2.55407083194682e-05,0.000887611454580525,"CP.mixed","POTEI"
"AMER3",0.0291742378420945,3.8784751394058e-06,0.00018412490360338,"CP.mixed","AMER3"
"CCNT2-AS1",0.0117723701833016,0.00365777387753892,0.0461825766981751,"CP.mixed","CCNT2-AS1"
"LRP1B",0.0445989883414367,3.91547105306991e-08,3.73962238269831e-06,"CP.mixed","LRP1B"
"ARHGAP15",-0.0268078875518062,3.59963700695889e-07,2.42090587205514e-05,"CP.mixed","ARHGAP15"
"ZEB2-AS1",-0.0150594015324519,0.0021820177062878,0.0311755904327833,"CP.mixed","ZEB2-AS1"
"TANC1",0.0198466878308189,2.40044906196436e-05,0.000845974853911939,"CP.mixed","TANC1"
"AC009506.1",-0.0131654420522808,0.000896463738906402,0.0159009024282288,"CP.mixed","AC009506.1"
"SLC4A10",0.040087971597163,6.53709237322143e-07,4.12168781235028e-05,"CP.mixed","SLC4A10"
"KCNH7",0.0335900863130761,2.11448442239899e-09,3.59262032230969e-07,"CP.mixed","KCNH7"
"COBLL1",0.026480118737856,0.00306782381169029,0.0403896771162259,"CP.mixed","COBLL1"
"SCN3A",0.0211080588315018,5.49896838169144e-05,0.00166839941069326,"CP.mixed","SCN3A"
"SCN2A",0.0260917816289932,4.7559279390188e-06,0.000219958260354448,"CP.mixed","SCN2A"
"SCN1A",0.0211967981840028,4.47109955531792e-05,0.00140678397509525,"CP.mixed","SCN1A"
"SPC25",-0.0248975535892905,9.59287919067325e-06,0.000399068719115095,"CP.mixed","SPC25"
"LRP2",0.0342761718829495,6.18277875843096e-06,0.000274920749145549,"CP.mixed","LRP2"
"GAD1",0.0268277017455887,0.00114758727068308,0.019195032265384,"CP.mixed","GAD1"
"CYBRD1",0.0224615479983555,0.000634652293207727,0.0122681708558873,"CP.mixed","CYBRD1"
"DLX2",-0.0546970581129234,0.000350052889417144,0.00782279497984142,"CP.mixed","DLX2"
"ITGA6",0.00875598346209625,0.00246729200079301,0.0343019467569337,"CP.mixed","ITGA6"
"RAPGEF4",0.0182554399932249,3.2917327988303e-05,0.00108876760462951,"CP.mixed","RAPGEF4"
"TTN",0.0403444438017532,0.000830956893397986,0.0151896661566669,"CP.mixed","TTN"
"MFSD6",0.0182871740954324,1.17185941687305e-05,0.000467036613524641,"CP.mixed","MFSD6"
"DNAH7",0.0279652444985179,1.51927576638451e-05,0.000581104979744367,"CP.mixed","DNAH7"
"HECW2",0.00596590457432966,0.00365947063979716,0.0461825766981751,"CP.mixed","HECW2"
"HSPE1-MOB4",0.00214934846415514,2.22790874661173e-09,3.66945664072039e-07,"CP.mixed","HSPE1-MOB4"
"PLCL1",0.0113508939039727,0.00113859041143438,0.0191039374542229,"CP.mixed","PLCL1"
"AC064836.3",-0.0114803983372593,0.00162950072759721,0.024789605319648,"CP.mixed","AC064836.3"
"C2orf80",-0.0151347042423686,0.000564874898065707,0.0113223809273785,"CP.mixed","C2orf80"
"CPS1",0.0208202577958458,0.00295652037768563,0.0391478223266807,"CP.mixed","CPS1"
"IGFBP5",0.0310024840149337,1.751203589554e-05,0.000656961221100983,"CP.mixed","IGFBP5"
"TNS1",0.0270179408478686,2.56097845601631e-06,0.000132915605332988,"CP.mixed","TNS1"
"TTLL4",0.010882994080822,0.00151373580615849,0.023470902639005,"CP.mixed","TTLL4"
"ABCB6",0.0124490188047034,0.000589407873717759,0.0116588633451941,"CP.mixed","ABCB6"
"AC068946.2",0.00291336796477878,7.0740738731412e-12,6.00961191507221e-09,"CP.mixed","AC068946.2"
"DOCK10",0.0213475999026627,0.000569324388155769,0.0113871932456286,"CP.mixed","DOCK10"
"NYAP2",0.0147878662700659,3.61369584878818e-05,0.00117835686253111,"CP.mixed","NYAP2"
"SPHKAP",0.0353001855124335,0.000241772169631285,0.00569920006453149,"CP.mixed","SPHKAP"
"NPPC",-0.0227385785586329,0.00275169360456422,0.0372922640396903,"CP.mixed","NPPC"
"HES6",-0.0127473663819222,0.00146464954669335,0.0228635477110033,"CP.mixed","HES6"
"KIF1A",0.0161616954464337,5.47071611243801e-05,0.00166819099237302,"CP.mixed","KIF1A"
"ITPR1",0.0263768788575584,1.90501158513626e-05,0.0006988361817201,"CP.mixed","ITPR1"
"BHLHE40",0.0293885814032347,1.58355361960307e-05,0.000601415034682662,"CP.mixed","BHLHE40"
"LHFPL4",0.0250399776487969,4.61243682167533e-06,0.000213934892927188,"CP.mixed","LHFPL4"
"ARPC4-TTLL3",0.000688453808044866,8.17420400114315e-08,7.0180758926836e-06,"CP.mixed","ARPC4-TTLL3"
"AC022384.1",0.00236944554587201,3.90264796198393e-10,9.84260011787227e-08,"CP.mixed","AC022384.1"
"ATP2B2",0.0389568779382413,9.15259387398332e-08,7.57600090871614e-06,"CP.mixed","ATP2B2"
"SLC6A11",0.0239854939097114,0.000679751189502279,0.0129080752350074,"CP.mixed","SLC6A11"
"SLC6A1",0.0272092924288729,7.91834168823246e-07,4.8969330724046e-05,"CP.mixed","SLC6A1"
"SYN2",0.0142553669127779,0.00142509192083199,0.0224413743357553,"CP.mixed","SYN2"
"GALNT15",0.0204476006829952,0.00215712458847143,0.0309219786700865,"CP.mixed","GALNT15"
"KAT2B",0.00752307602582067,0.00251866769310383,0.0348063486595796,"CP.mixed","KAT2B"
"SGO1",-0.0127092233517414,0.00190574097267015,0.0281690156042756,"CP.mixed","SGO1"
"LINC01980",-0.0219386983186905,0.00142395223899361,0.0224413743357553,"CP.mixed","LINC01980"
"GPD1L",0.0115294775802932,0.00261364670862404,0.035873190071344,"CP.mixed","GPD1L"
"CMTM7",-0.0291136316009498,0.000148058461070868,0.00380648246067853,"CP.mixed","CMTM7"
"ITGA9",0.0138738887998649,2.55708646539833e-05,0.000887611454580525,"CP.mixed","ITGA9"
"ZBTB47",0.00810796361057167,0.000467578361846893,0.00976349591018202,"CP.mixed","ZBTB47"
"TMEM158",-0.0270751528596793,9.03851065715901e-05,0.00255719201497564,"CP.mixed","TMEM158"
"LAMB2",0.0239396382544771,1.60545123358965e-06,8.78426724114254e-05,"CP.mixed","LAMB2"
"AC104452.1",0.00261395874304327,2.72146224419861e-13,5.49089026045123e-10,"CP.mixed","AC104452.1"
"BSN",0.0158254253926277,2.69967530628669e-07,1.87019137848813e-05,"CP.mixed","BSN"
"DOCK3",0.010476987642844,0.000627264946810763,0.0121953432070443,"CP.mixed","DOCK3"
"DNAH1",0.00590742987242003,1.26205265581047e-10,4.07415838348736e-08,"CP.mixed","DNAH1"
"CACNA1D",0.0143658289657396,0.000842373626385957,0.0152944349870593,"CP.mixed","CACNA1D"
"CACNA2D3",0.0297460730072578,2.07870375886936e-05,0.000750612021742961,"CP.mixed","CACNA2D3"
"ARHGEF3",0.0134383855875209,1.71638790608713e-05,0.000647294794209166,"CP.mixed","ARHGEF3"
"IL17RD",0.0159819139461236,2.00049756343238e-06,0.000106217207800533,"CP.mixed","IL17RD"
"DNAH12",0.0211944538757576,0.00390508048368853,0.0484255946159232,"CP.mixed","DNAH12"
"FLNB",0.0136578814646471,3.58426839042093e-05,0.00117112704635191,"CP.mixed","FLNB"
"FAM107A",0.0285294880226598,2.40204841347141e-06,0.000125881374811176,"CP.mixed","FAM107A"
"C3orf67",-0.0267285078168238,0.00401928031285998,0.0494475636660617,"CP.mixed","C3orf67"
"PRICKLE2",0.0180872621048907,0.000116238858535768,0.00313747728365523,"CP.mixed","PRICKLE2"
"LRIG1",0.0109868382687594,0.000536280418585734,0.0109018919853808,"CP.mixed","LRIG1"
"PDZRN3",0.0217225372062385,0.000901565387992221,0.0159563233855071,"CP.mixed","PDZRN3"
"CNTN3",0.0204314779285221,7.3781706837618e-06,0.000321867710828646,"CP.mixed","CNTN3"
"EPHA6",0.0293191535130489,0.000170402808877776,0.00430433761830389,"CP.mixed","EPHA6"
"ALCAM",0.0190604135563091,0.00218254241924571,0.0311755904327833,"CP.mixed","ALCAM"
"DUBR",0.0112622116728782,0.00017393452400545,0.00436621641053182,"CP.mixed","DUBR"
"PLCXD2",0.0110161828610505,0.0012808689605997,0.020715937768577,"CP.mixed","PLCXD2"
"TAGLN3",-0.0112501826367906,0.000230428927742356,0.00551832837194268,"CP.mixed","TAGLN3"
"IGSF11",0.0149512143280158,0.00226780655654679,0.0321375466454976,"CP.mixed","IGSF11"
"ARHGAP31",0.0298546179967277,1.1865099162332e-05,0.000470551758179857,"CP.mixed","ARHGAP31"
"FSTL1",0.0231811553187362,1.44883760329111e-06,8.09193347914252e-05,"CP.mixed","FSTL1"
"SLC15A2",0.0276424505992472,2.65098994146683e-06,0.000137146245657744,"CP.mixed","SLC15A2"
"PARP14",0.0212398735978182,0.000250218852293892,0.00582796896807463,"CP.mixed","PARP14"
"ADCY5",0.0155677983073958,5.48794632891441e-05,0.00166819099237302,"CP.mixed","ADCY5"
"ITGB5",0.0340953181743443,2.12984526901955e-05,0.000765653284793866,"CP.mixed","ITGB5"
"HEG1",0.0236569525068665,3.1805333669571e-05,0.00106068159248047,"CP.mixed","HEG1"
"KIAA1257",0.00940391689917299,0.000619811353134919,0.0121118342021195,"CP.mixed","KIAA1257"
"EFCAB12",0.0177819951150475,0.000196782539900968,0.00487157511739498,"CP.mixed","EFCAB12"
"PLXND1",0.0327482916256488,0.00119896170946265,0.019770818842763,"CP.mixed","PLXND1"
"ALG1L2",-0.0283965385853199,2.68228369396358e-07,1.87019137848813e-05,"CP.mixed","ALG1L2"
"NEK11",0.0181975540858569,0.000925826892879409,0.0162432303021375,"CP.mixed","NEK11"
"NPHP3-ACAD11",0.00326115338345159,2.95459658064911e-11,1.40265127671345e-08,"CP.mixed","NPHP3-ACAD11"
"RAB6B",0.0146606521804685,3.28540680704383e-05,0.00108876760462951,"CP.mixed","RAB6B"
"EPHB1",0.01524134981109,1.16337625676361e-05,0.000464803370307461,"CP.mixed","EPHB1"
"RBP1",-0.0327119501293848,9.86598446437886e-05,0.00272216846563315,"CP.mixed","RBP1"
"CLSTN2",0.02591946408917,4.44059579766837e-05,0.0014063361664443,"CP.mixed","CLSTN2"
"PAQR9-AS1",-0.0144919210941647,0.00130710283924421,0.0210112470295386,"CP.mixed","PAQR9-AS1"
"AC092958.1",-0.0196246127253133,0.00297810266234887,0.0393367881120892,"CP.mixed","AC092958.1"
"ANKUB1",0.00534407085143272,5.27145809679386e-09,6.91761017401216e-07,"CP.mixed","ANKUB1"
"PLCH1",0.00688265450012218,0.000844959885117612,0.0152961433311531,"CP.mixed","PLCH1"
"PTX3",-0.0195093602931484,0.000649880441565931,0.012472913445084,"CP.mixed","PTX3"
"LXN",-0.0251050746010726,5.03820013956704e-06,0.000231490698732798,"CP.mixed","LXN"
"AC079594.2",0.00667015784961541,3.92278002926933e-09,5.3658976654607e-07,"CP.mixed","AC079594.2"
"SLITRK3",0.0388749616729748,2.61710715188795e-08,2.64017040866396e-06,"CP.mixed","SLITRK3"
"LINC01322",0.0214670645295011,0.000376881648133986,0.00825406605499413,"CP.mixed","LINC01322"
"ZBBX",0.0137355709094598,0.00124411280412492,0.0201881271172779,"CP.mixed","ZBBX"
"WDR49",0.0278400665685696,8.34368032225615e-05,0.00238363440852277,"CP.mixed","WDR49"
"SLC7A14",0.0255403642462174,0.000949987108999371,0.0165949587947607,"CP.mixed","SLC7A14"
