"","log2foldChange","pValues","FDR","celltype","gene"
"RSPH1",-0.0771297036380356,0.00233080766893637,0.0352801860230838,"Ex","RSPH1"
"S100B",-0.146616734507026,4.19828247542637e-05,0.00327106180299649,"Ex","S100B"
"KLHL171",0.0743859094517356,0.00211182555987596,0.0458867542759209,"Oli","KLHL171"
"TNFRSF181",-0.0639702165175472,0.00041752995360947,0.01923317877522,"Oli","TNFRSF181"
"SKI1",0.0384989135687235,0.000447137106671641,0.0199239034296334,"Oli","SKI1"
"CEP104",0.0423884937651042,0.000403270192622201,0.0187026839333459,"Oli","CEP104"
"SLC2A5",-0.0683063901033663,0.000661795301720906,0.0246594256446744,"Oli","SLC2A5"
"FBXO21",0.0849833015843942,0.00043487018453331,0.0195691583039989,"Oli","FBXO21"
"HSPB71",0.0387951682385563,0.00162311751927624,0.0404592456587413,"Oli","HSPB71"
"FAM131C1",0.0390918693084559,0.00158035576020072,0.0397924381681977,"Oli","FAM131C1"
"RCC21",0.0359588926415224,0.000142188282759779,0.00979160219913931,"Oli","RCC21"
"ARHGEF10L1",0.0946635697750571,1.85382335259344e-05,0.00315961017657645,"Oli","ARHGEF10L1"
"EPHA8",0.0789630605781506,0.00131252566619634,0.0355791003152824,"Oli","EPHA8"
"RHCE1",-0.118849795436107,0.000355235648291335,0.0172987073730441,"Oli","RHCE1"
"HMGN21",-0.0983621001368533,1.15897398806248e-06,0.000670164456604521,"Oli","HMGN21"
"KHDRBS11",-0.0460392351089984,0.0011895076264884,0.0339308294710656,"Oli","KHDRBS11"
"FAM229A1",0.0568145777081686,0.00126408756020124,0.0349251860966071,"Oli","FAM229A1"
"SYNC1",0.0527923793204588,0.00186088397083157,0.0437468154177387,"Oli","SYNC1"
"MTF11",0.0262711839330372,0.000612305823529602,0.023798877517227,"Oli","MTF11"
"BMP8A1",0.0541303825725121,0.00246090428391605,0.0490426156681117,"Oli","BMP8A1"
"FOXO61",0.0703006293496267,0.00180136159909738,0.0427157659194657,"Oli","FOXO61"
"ZMYND121",-0.0777189025402304,0.00104350070834465,0.0311317976036419,"Oli","ZMYND121"
"ERMAP",0.0522269183573352,9.16231049700593e-05,0.0073921954808684,"Oli","ERMAP"
"PTPRF1",-0.0457593081503713,9.06429816586794e-05,0.00738103927669426,"Oli","PTPRF1"
"DPH21",-0.034735718372823,4.97608054521341e-05,0.0053923993464473,"Oli","DPH21"
"SLC6A91",0.0911297329684562,1.18977139119393e-06,0.000670164456604521,"Oli","SLC6A91"
"ATPAF11",-0.0444981076839994,0.000429340014262802,0.019501400824312,"Oli","ATPAF11"
"SPATA61",-0.041787030068555,7.15482885745319e-05,0.00637621512884799,"Oli","SPATA61"
"TTC39A1",0.0606565064337423,0.00187858196176103,0.0439930085580674,"Oli","TTC39A1"
"RAB3B1",-0.0816600977592117,0.000179377427043243,0.0111769773642164,"Oli","RAB3B1"
"CPT21",-0.0618346962976561,0.000209334172696497,0.0122984660480036,"Oli","CPT21"
"TM2D11",-0.0456768725555285,5.92922374161375e-05,0.00577464040835025,"Oli","TM2D11"
"AK41",0.0496433389499504,0.00246578753945151,0.0490426156681117,"Oli","AK41"
"GADD45A",-0.0993743154935105,0.000484091620457491,0.0209542515712314,"Oli","GADD45A"
"SAMD131",-0.0504241239842489,0.000376105172226008,0.0178062292475751,"Oli","SAMD131"
"VAV31",0.0673676204768136,0.000170458312376392,0.0109117328133902,"Oli","VAV31"
"AMPD21",0.0354957081611955,0.00215462690483085,0.0461923551059256,"Oli","AMPD21"
"AHCYL11",-0.0550876593376044,2.71096835481718e-06,0.00104192147912837,"Oli","AHCYL11"
"ITGA101",0.0532704272587519,0.00100432809520301,0.0303610464299001,"Oli","ITGA101"
"PDE4DIP1",0.0693257872455773,0.00127381865359196,0.0349251860966071,"Oli","PDE4DIP1"
"FCGR1A",-0.0922144557024452,0.000951498903418571,0.0297515857190318,"Oli","FCGR1A"
"C1orf541",-0.06901532078992,0.00056044601812412,0.0232752248654829,"Oli","C1orf541"
"TARS21",-0.0157295378422448,0.000796485172759982,0.0271501883264559,"Oli","TARS21"
"S100A41",0.103033363631948,0.000381281627193854,0.0179888407847343,"Oli","S100A41"
"SHC11",-0.0649148929426433,0.000511557594754701,0.0218654790109102,"Oli","SHC11"
"ZBTB7B1",0.0550073409632859,0.00175667960317529,0.042124091319938,"Oli","ZBTB7B1"
"FAM189B1",0.0599854126859389,0.000367903298273164,0.0175397254264146,"Oli","FAM189B1"
"IQGAP31",-0.168565778487369,4.56149494112328e-08,0.000112026662597076,"Oli","IQGAP31"
"NIT11",-0.0289282148749619,0.00109561219010255,0.0319196103156648,"Oli","NIT11"
"DEDD1",0.0248321428553622,0.00125705355984828,0.0349081981436484,"Oli","DEDD1"
"FCGR3A",-0.121057833149139,0.00144220663981865,0.0378891859998598,"Oli","FCGR3A"
"ALDH9A11",-0.0646730007302265,0.000621371499533027,0.023798877517227,"Oli","ALDH9A11"
"POGK1",0.0683076609627271,6.81482258292135e-05,0.00620111011298194,"Oli","POGK1"
"ABL21",0.0239902298441317,0.000936025849419793,0.0296065961496506,"Oli","ABL21"
"CAMSAP21",0.0229870320306267,0.000663733715555227,0.0246594256446744,"Oli","CAMSAP21"
"ADORA11",0.0504695591706792,2.39054759837915e-05,0.00368844116414057,"Oli","ADORA11"
"PRELP1",0.130394841638434,2.75094779967887e-06,0.00104192147912837,"Oli","PRELP1"
"TMCC21",0.0535288822935893,0.000569636372681652,0.0233945540407058,"Oli","TMCC21"
"TATDN31",-0.0356762045772294,0.00127381865359196,0.0349251860966071,"Oli","TATDN31"
"DUSP10",0.0286096333380552,0.00174004030320147,0.0418438263388925,"Oli","DUSP10"
"SRP91",-0.114232974618778,4.93372426247329e-05,0.0053923993464473,"Oli","SRP91"
"ITPKB1",0.0600619300858174,0.0019614728480502,0.045024717648425,"Oli","ITPKB1"
"NUP1331",-0.0248075936497552,0.000849807471520145,0.0281925179420369,"Oli","NUP1331"
"AGT1",-0.0587738179908568,0.000202990450519355,0.0122984660480036,"Oli","AGT1"
"ARV11",-0.0649500297208201,0.0023998110008541,0.0486691544248324,"Oli","ARV11"
"GPR137B1",-0.0808749897152392,0.00126673466572419,0.0349251860966071,"Oli","GPR137B1"
"PLD51",0.10918368727169,0.00128630369759677,0.0351477974283207,"Oli","PLD51"
"CNST1",0.0353106218231281,0.000868304832310703,0.0285621712624208,"Oli","CNST1"
"E2F6",0.0234186030324977,0.000885270945630576,0.0287396889135069,"Oli","E2F6"
"NCOA11",0.035255862105954,0.000517684105612605,0.0219894790655074,"Oli","NCOA11"
"CENPO1",0.0613221832329174,0.000145786091865279,0.00993896681291541,"Oli","CENPO1"
"EFR3B1",-0.0416579351561195,5.0921708948914e-05,0.0053923993464473,"Oli","EFR3B1"
"HADHA1",-0.0400825815888401,1.58333403495883e-06,0.000793637504194924,"Oli","HADHA1"
"HADHB1",-0.0689210342383513,1.13016883229761e-05,0.00248546000457709,"Oli","HADHB1"
"ADGRF31",-0.127751713473871,1.62976531847876e-06,0.000793637504194924,"Oli","ADGRF31"
"ZNF513",0.0413521863376518,0.00078506539202187,0.0268279865168376,"Oli","ZNF513"
"PPM1G1",0.0223345343293042,1.75176514457753e-05,0.0031019893177032,"Oli","PPM1G1"
"C2orf161",-0.087669340705945,0.000629175353279161,0.023896395381508,"Oli","C2orf161"
"DYNC2LI11",-0.0345946212023529,0.00223367897132926,0.0470003283550531,"Oli","DYNC2LI11"
"MSH21",-0.0312425892963946,0.000460761495555249,0.0202660741674059,"Oli","MSH21"
"KCNK121",0.0996597587797492,7.17960956939249e-06,0.00184705615997484,"Oli","KCNK121"
"PUS101",-0.0415483075720364,0.000747907109079779,0.0262227999332019,"Oli","PUS101"
"VPS541",0.0232306226749754,0.00134296402659184,0.0360458946901175,"Oli","VPS541"
"TCF7L11",0.0631288836851918,3.43963191378369e-05,0.00450955587927314,"Oli","TCF7L11"
"PTCD31",-0.0291240183515509,0.00211607033591002,0.0458867542759209,"Oli","PTCD31"
"IMMT1",-0.0293151337942765,0.00187604424678476,0.0439930085580674,"Oli","IMMT1"
"ZNF2",0.0262630301462459,0.00216762153998677,0.0463244999726579,"Oli","ZNF2"
"CNNM31",0.03627977037414,1.37568626178583e-05,0.0026563651118758,"Oli","CNNM31"
"MAP4K4",0.0676171698502284,0.000735532537996856,0.0261853424427863,"Oli","MAP4K4"
"IL1RL21",-0.0611784256597667,0.00155562599173598,0.0394797160995204,"Oli","IL1RL21"
"NCK21",0.0464761062676602,3.82415288322997e-05,0.00478369950117804,"Oli","NCK21"
"TTL1",0.0398173638326691,0.000330607710962663,0.0165122202892891,"Oli","TTL1"
"IL1B1",-0.149499393604447,8.3012795844792e-05,0.00702769340435712,"Oli","IL1B1"
"PSD41",0.0502780398512379,0.000608714137252483,0.023798877517227,"Oli","PSD41"
"CFAP2211",-0.0481100838572228,0.00211465454198103,0.0458867542759209,"Oli","CFAP2211"
"TFCP2L11",0.102262899029452,0.0020326441721769,0.0455840514599212,"Oli","TFCP2L11"
"GYPC1",0.0360980719191883,0.00063800515854894,0.0241644453800411,"Oli","GYPC1"
"RPRM1",0.0703763106971298,0.00106286156919911,0.0314347774748085,"Oli","RPRM1"
"ERMN",0.000540400295919952,0.00109793153466764,0.0319196103156648,"Oli","ERMN"
"C2orf881",0.0675497374308902,0.0019041330994446,0.0442297356233853,"Oli","C2orf881"
"IGFBP51",0.132993086069706,0.000591047967143456,0.0237027618588265,"Oli","IGFBP51"
"NHEJ1",0.0653887213733606,0.00092672194369293,0.0295921632371267,"Oli","NHEJ1"
"SP110",-0.0285069399019715,0.000961032932629885,0.0297811000827466,"Oli","SP110"
"GIGYF21",0.0321264727230526,2.40756335613136e-05,0.00368844116414057,"Oli","GIGYF21"
"INPP5D1",0.067184472023408,0.000361517594384751,0.0173963681253378,"Oli","INPP5D1"
"CAMK11",0.0295906188475188,0.00113886290763612,0.0328295893142041,"Oli","CAMK11"
"PPARG1",0.0470796561539767,0.00140774930090664,0.0374164945767292,"Oli","PPARG1"
"WNT7A1",0.0927862406150284,0.000725981038742716,0.0259809749691783,"Oli","WNT7A1"
"CRTAP1",0.0896965965143233,1.12325594415179e-06,0.000670164456604521,"Oli","CRTAP1"
"ZNF6211",0.0622299749112871,4.87750103882537e-07,0.000391204274496376,"Oli","ZNF6211"
"ZBTB47",0.123375722853066,0.000298020619382271,0.0155455068976496,"Oli","ZBTB47"
"LTF1",0.315754784811288,2.08792773858904e-09,2.84688947156615e-05,"Oli","LTF1"
"SETD21",0.0434963969007578,0.000188285339506395,0.0116166090686411,"Oli","SETD21"
"IP6K21",0.0310414223796762,1.50922797522814e-05,0.00281894841674461,"Oli","IP6K21"
"IMPDH21",-0.0337650636579871,0.000989465377533277,0.0302588497394522,"Oli","IMPDH21"
"USP41",-0.0288336337277384,0.00122071431750008,0.0344374608165347,"Oli","USP41"
"MON1A",0.0360537761902284,0.000884003734057329,0.0287396889135069,"Oli","MON1A"
"HEMK11",-0.0414976224923711,0.00190156369742967,0.0442297356233853,"Oli","HEMK11"
"ABHD14A",0.0358727808542474,0.000243372114350563,0.0137123090048344,"Oli","ABHD14A"
"SPCS11",-0.0521533979660136,0.000997933231286977,0.0302588497394522,"Oli","SPCS11"
"SLC25A261",-0.0599715734123216,0.000698013444899194,0.025300359160254,"Oli","SLC25A261"
"SUCLG21",-0.0321656436883577,0.00194436871049093,0.0447828840667969,"Oli","SUCLG21"
"MITF1",0.0392803591422295,3.12193802584892e-05,0.00421365725865987,"Oli","MITF1"
"PDZRN31",0.0379345707455334,0.000136450665688004,0.00955649180656436,"Oli","PDZRN31"
"ZDHHC231",-0.0391908575444146,0.000802252697514884,0.0272020110121562,"Oli","ZDHHC231"
"ITGB51",0.0477124583255861,0.00210335942529133,0.0458867542759209,"Oli","ITGB51"
"ACAD91",-0.0325079080549422,0.000298020619382271,0.0155455068976496,"Oli","ACAD91"
"RAB6B",0.0228365347493069,0.00106511677252376,0.0314347774748085,"Oli","RAB6B"
"MSL21",0.0241262820715056,0.000307111603554818,0.0158616163426892,"Oli","MSL21"
"PCCB1",-0.0481442246424821,0.000588439582587536,0.0236677690518615,"Oli","PCCB1"
"STAG11",0.0253016448501491,0.000414390523837072,0.0191532704831135,"Oli","STAG11"
"TFDP21",0.0663224961952693,7.5026081696943e-06,0.00189279815880377,"Oli","TFDP21"
"P2RY121",-0.128992966559635,0.00165108632910999,0.0405178800635835,"Oli","P2RY121"
"NDUFB51",-0.0737542273642724,0.000277994395756459,0.014864523867213,"Oli","NDUFB51"
"DNAJC191",-0.0747118348203486,7.15945066025631e-06,0.00184705615997484,"Oli","DNAJC191"
"C3orf701",-0.0519220088759571,0.000667138648042189,0.024687644243144,"Oli","C3orf701"
"EHHADH1",-0.0792937387075364,4.78127735972916e-06,0.00146260657430264,"Oli","EHHADH1"
"SENP2",0.0210481180640647,0.00228176993096857,0.0474582791290449,"Oli","SENP2"
"SST1",-0.230696553239762,1.52645991870401e-07,0.000205523372119051,"Oli","SST1"
"PCYT1A1",0.019121762315093,0.00236664762626601,0.0483072460840376,"Oli","PCYT1A1"
"MXD4",0.0522149791079469,0.0020573495314531,0.0457792631916442,"Oli","MXD4"
"WFS1",0.0414280104151343,0.00222032172889781,0.046791478784423,"Oli","WFS1"
"TADA2B1",0.0263351744330622,0.000209664458881139,0.0122984660480036,"Oli","TADA2B1"
"HS3ST11",0.0429809290536496,0.0014835589381926,0.0383640299505488,"Oli","HS3ST11"
"LAP31",-0.0753709508467182,0.000208017908334018,0.0122984660480036,"Oli","LAP31"
"CCDC1491",0.0305513000506314,0.000427082027504427,0.019501400824312,"Oli","CCDC1491"
"RBPJ",0.0267583532128484,0.000818019174807363,0.0274243938450855,"Oli","RBPJ"
"TBC1D1",0.0325904255088245,0.00172003031024979,0.0416222109581983,"Oli","TBC1D1"
"KLHL5",0.0411451294232945,0.000751166906557943,0.0262227999332019,"Oli","KLHL5"
"OCIAD11",-0.0484188803721182,0.0023370047804948,0.0480938411870567,"Oli","OCIAD11"
"HOPX1",-0.142023244498394,3.32501336111182e-06,0.00113341392946899,"Oli","HOPX1"
"COX181",-0.0475384873431999,0.000271604185261261,0.0148101421088472,"Oli","COX181"
"BMPR1B1",-0.0538388497431428,0.0008186086024899,0.0274243938450855,"Oli","BMPR1B1"
"NPNT1",0.140360219614513,1.57555203574103e-08,7.16088400244298e-05,"Oli","NPNT1"
"USP53",0.0371579456802769,0.00093803076909784,0.0296065961496506,"Oli","USP53"
"NUDT61",-0.0428991087738151,0.00109329732163161,0.0319196103156648,"Oli","NUDT61"
"PLK41",-0.0695051167778934,0.000943396688361634,0.0297071913298173,"Oli","PLK41"
"ARHGAP101",0.0460027206506166,0.000314522315776642,0.0159546802512548,"Oli","ARHGAP101"
"SFRP2",0.21945248947351,0.000672522083850682,0.024770762838756,"Oli","SFRP2"
"DCHS21",-0.139010764188872,1.00188554386484e-08,6.83035469529852e-05,"Oli","DCHS21"
"LRAT1",-0.0889945296080971,0.00180993155486749,0.042844473525379,"Oli","LRAT1"
"ETFDH1",-0.0270357338588623,0.000333660244989817,0.0166038592716648,"Oli","ETFDH1"
"NPY1R",0.0605589233484571,0.00217777810652539,0.0463244999726579,"Oli","NPY1R"
"FAM218A1",-0.0483678920387578,0.000101906759039513,0.00790856609736002,"Oli","FAM218A1"
"DDX601",-0.0542855163423264,0.00230616942106111,0.0477473760160945,"Oli","DDX601"
"HMGB21",-0.0590756835803092,0.00139998066784385,0.0372826882930682,"Oli","HMGB21"
"LRP2BP1",-0.0631708326249716,0.000291875179109079,0.0153657068229818,"Oli","LRP2BP1"
"ADAMTS161",0.122590726884531,1.22288584878816e-05,0.00249962605755806,"Oli","ADAMTS161"
"CTNND2",0.0357291555004098,0.00156311445776345,0.0395418657358157,"Oli","CTNND2"
"MYO10",0.0452463775172074,0.000694462239173403,0.025300359160254,"Oli","MYO10"
"CDH6",0.0537888093217864,0.000596297056159482,0.0237734221074109,"Oli","CDH6"
"SUB11",-0.0689726290711068,0.00213027616110436,0.0458867542759209,"Oli","SUB11"
"DNAJC211",0.0343783627415375,5.76081897177342e-05,0.005730682936936,"Oli","DNAJC211"
"RANBP3L1",0.0930014725819466,0.000177955473352634,0.0111769773642164,"Oli","RANBP3L1"
"NIM1K1",0.0387858335344688,2.65333895267773e-06,0.00104192147912837,"Oli","NIM1K1"
"FGF101",0.0591308709807674,0.00124657029565849,0.03482988930595,"Oli","FGF101"
"PLPP11",0.0455347784376912,0.000616370038549006,0.023798877517227,"Oli","PLPP11"
"MCCC21",-0.0409072760504001,0.000899965413806114,0.0291473359079486,"Oli","MCCC21"
"FOXD1",0.0870553686815589,0.00178070388930305,0.0425217119626042,"Oli","FOXD1"
"CRHBP1",-0.0320512348737561,0.00210335942529133,0.0458867542759209,"Oli","CRHBP1"
"TMEM161B",-0.0418168302931616,0.00170603325864079,0.0415388633599413,"Oli","TMEM161B"
"ARRDC31",-0.101918572898406,0.00200686185183285,0.0453978172173847,"Oli","ARRDC31"
"RHOBTB31",-0.0550838701431671,0.000668114464665944,0.024687644243144,"Oli","RHOBTB31"
"ALDH7A11",-0.0481321927186942,0.000534886451280849,0.0224049354184857,"Oli","ALDH7A11"
"LEAP21",0.037927464399087,0.00179161304040192,0.0425874961157407,"Oli","LEAP21"
"JADE21",0.0478088261091498,0.000953534503792951,0.0297515857190318,"Oli","JADE21"
"TXNDC151",-0.0538009339094234,0.000757726120190897,0.0262890474524246,"Oli","TXNDC151"
"SLC25A481",0.140316762764152,6.02535199827972e-05,0.00582664358131517,"Oli","SLC25A481"
"FAM13B1",0.0460711715450532,8.06968253366533e-05,0.00687688258415792,"Oli","FAM13B1"
"PROB11",0.0923436958180968,0.000298710876947869,0.0155455068976496,"Oli","PROB11"
"PSD2",0.0972479921194438,0.000747365088454601,0.0262227999332019,"Oli","PSD2"
"NRG21",0.0540228797496263,0.000322594896711268,0.016171255208302,"Oli","NRG21"
"PURA",0.0454708624011904,0.00164658172223034,0.0405178800635835,"Oli","PURA"
"SLC4A91",0.0479748145020871,0.00105986150280311,0.0314156773711313,"Oli","SLC4A91"
"JAKMIP21",0.0396982077859596,0.00127470671892876,0.0349251860966071,"Oli","JAKMIP21"
"PDGFRB",0.0598882706645441,0.00210617800533827,0.0458867542759209,"Oli","PDGFRB"
"SMIM31",0.067021757910767,0.000606479299990024,0.023798877517227,"Oli","SMIM31"
"TNIP1",0.0172451921694421,0.0020614937733531,0.0457792631916442,"Oli","TNIP1"
"CCDC691",0.0723939763774428,1.78678052601085e-05,0.00312342980412282,"Oli","CCDC691"
"GLRA11",0.0917888651604215,8.34973473785004e-05,0.00702769340435712,"Oli","GLRA11"
"SAP30L1",0.0413156360636169,4.63869564725445e-05,0.0053923993464473,"Oli","SAP30L1"
"LARP11",0.0258654991226042,0.000600262313071745,0.023798877517227,"Oli","LARP11"
"UBTD21",0.0482369785579122,0.00159340145064291,0.0399375529035221,"Oli","UBTD21"
"SH3PXD2B1",0.0335777443635941,0.00242055332754425,0.0487432945244612,"Oli","SH3PXD2B1"
"DRD11",0.073485524189173,0.000472999600607633,0.0205393297907168,"Oli","DRD11"
"CLTB",0.0205857225410719,0.00127559535578367,0.0349251860966071,"Oli","CLTB"
"ADAMTS21",0.161370561742108,2.96158699802109e-08,0.000100953096795044,"Oli","ADAMTS21"
"RUFY1",0.0269976700309575,0.000997933231286977,0.0302588497394522,"Oli","RUFY1"
"RNF1301",0.0324018838922822,2.74392660929526e-05,0.00393825677028851,"Oli","RNF1301"
"TUBB2B1",-0.1434976221117,2.70313178820562e-05,0.00393825677028851,"Oli","TUBB2B1"
"TMEM14B1",-0.051941614409392,3.01973617887421e-05,0.00414638235462665,"Oli","TMEM14B1"
"MYLIP1",0.0366510489300689,0.000168294633480611,0.0108753427843987,"Oli","MYLIP1"
"KIF13A1",0.0296179830293735,8.82358987874933e-06,0.00207430427580598,"Oli","KIF13A1"
"DEK1",0.0424520854208446,0.000934024900442186,0.0296065961496506,"Oli","DEK1"
"ALDH5A11",-0.046284492857593,0.000387111305986834,0.0181934566070723,"Oli","ALDH5A11"
"GNL1",0.0351114126692513,0.0022772214389874,0.0474582791290449,"Oli","GNL1"
"LY6G5C1",0.0646205246788272,6.12459184445965e-06,0.00177678318721718,"Oli","LY6G5C1"
"DDAH21",0.0418894070087532,0.000934691442687199,0.0296065961496506,"Oli","DDAH21"
"C21",-0.0709236648655164,6.91286202547308e-05,0.00620111011298194,"Oli","C21"
"DAXX1",0.050394954024128,6.27481801292657e-05,0.00598301703540236,"Oli","DAXX1"
"GRM41",0.0797083955859583,0.000649323363083734,0.0244572487725047,"Oli","GRM41"
"NUDT31",0.0367768744019266,0.00014496626826329,0.00993273903401986,"Oli","NUDT31"
"FANCE1",0.0318560128788468,1.32645837702553e-05,0.00262119709720914,"Oli","FANCE1"
"BRPF3",0.0746293335464916,0.000846152134179008,0.0281397179256848,"Oli","BRPF3"
"MDGA1",0.129151872837297,0.00133552580815137,0.0359879335852646,"Oli","MDGA1"
"GLO11",-0.0574268106172635,0.00175787370451373,0.042124091319938,"Oli","GLO11"
"TAF81",0.0433644059949856,1.38321909015901e-05,0.0026563651118758,"Oli","TAF81"
"GNMT1",0.138753841333728,1.19959790166144e-05,0.00249962605755806,"Oli","GNMT1"
"MLIP1",-0.0777452789550558,0.000284305297926613,0.0150836682382465,"Oli","MLIP1"
"RIMS1",-0.0533267545986504,0.00242375897965418,0.0487432945244612,"Oli","RIMS1"
"BCKDHB1",-0.105267496928686,1.79712503646813e-07,0.000205523372119051,"Oli","BCKDHB1"
"ME11",-0.0721069534924963,0.00147743990320781,0.0383640299505488,"Oli","ME11"
"PRSS351",-0.195678270402693,1.05604009514517e-06,0.000670164456604521,"Oli","PRSS351"
"CYB5R4",0.0275783605166571,0.00247721630239162,0.0490877920188504,"Oli","CYB5R4"
"ORC31",-0.0581399593722023,0.00075007884424013,0.0262227999332019,"Oli","ORC31"
"POU3F2",0.0501929808207215,0.00199609620103848,0.0453978172173847,"Oli","POU3F2"
"CDK19",0.0536292712703386,0.00217777810652539,0.0463244999726579,"Oli","CDK19"
"ENPP11",0.0679221334137345,0.000648848066967579,0.0244572487725047,"Oli","ENPP11"
"MOXD11",-0.156875787635988,0.000175702373717484,0.0110912123409162,"Oli","MOXD11"
"AIG11",-0.0536422037416919,0.000765999925412201,0.0263845972601601,"Oli","AIG11"
"SASH11",0.0414807376824022,0.000673997287361824,0.024770762838756,"Oli","SASH11"
"SYTL31",0.0578099974206338,0.000489545383557331,0.0211232636227981,"Oli","SYTL31"
"EZR1",0.0455015895903124,0.00165560227287645,0.0405280735918678,"Oli","EZR1"
"PDE10A1",-0.0703479728575576,0.00123876089037636,0.0347541249800034,"Oli","PDE10A1"
"RPS6KA2",0.0293980380684218,0.000608714137252483,0.023798877517227,"Oli","RPS6KA2"
"CHST121",0.0642137704502108,0.00166466827369257,0.0406596651176361,"Oli","CHST121"
"CARD111",0.098056146001998,0.000922760847320851,0.0295921632371267,"Oli","CARD111"
"C7orf261",0.0423672800802768,0.000169238044598601,0.010884720462745,"Oli","C7orf261"
"ZNF8531",0.0775422699763721,0.000125930071114874,0.00908495513043021,"Oli","ZNF8531"
"ZNF316",0.0536413310410673,0.00159667832700551,0.0399462550251746,"Oli","ZNF316"
"HDAC91",-0.0407141240946052,0.000361242320084843,0.0173963681253378,"Oli","HDAC91"
"AQP11",0.122403760283882,0.000277349090593183,0.014864523867213,"Oli","AQP11"
"LSM51",-0.0551536213185067,2.74151079814902e-05,0.00393825677028851,"Oli","LSM51"
"SUGCT1",-0.0651212660137444,0.00162867615246178,0.0404775707968585,"Oli","SUGCT1"
"GCK1",0.0551212377694568,0.00240140076910272,0.0486691544248324,"Oli","GCK1"
"TMED41",-0.0344511530447615,0.00248540935566857,0.0491138500935376,"Oli","TMED41"
"MYO1G",-0.0569678666533658,0.00150930709956042,0.0388290609481251,"Oli","MYO1G"
"COBL1",0.0897909789112745,0.000277134301006421,0.014864523867213,"Oli","COBL1"
"FZD91",0.102081709105525,0.00235412471845677,0.048195931735973,"Oli","FZD91"
"BAZ1B1",0.0402520255455698,6.7180997644072e-05,0.00620111011298194,"Oli","BAZ1B1"
"VPS37D",0.0375278156832284,0.00204770934024215,0.0457792631916442,"Oli","VPS37D"
"CLIP21",0.104955955494237,1.96504503394646e-05,0.00322811916118794,"Oli","CLIP21"
"SRI1",-0.0564539903192953,0.00162978997927945,0.0404775707968585,"Oli","SRI1"
"PPP1R9A",0.037439400681075,0.000911622775567715,0.0293852873401083,"Oli","PPP1R9A"
"NPTX21",-0.0710337009933291,0.000753893478094253,0.0262227999332019,"Oli","NPTX21"
"MCM71",0.0594246683774529,0.000510796550968147,0.0218654790109102,"Oli","MCM71"
"MEPCE1",0.0370122005112359,0.00193000305261561,0.0446784238071543,"Oli","MEPCE1"
"AGFG21",0.0758649562827349,0.000946090298154249,0.0297233668556064,"Oli","AGFG21"
"PCOLCE1",0.0573997356492502,4.08043066255028e-05,0.00495344361635965,"Oli","PCOLCE1"
"VGF1",-0.173700125039717,0.00024855557582399,0.01393297199454,"Oli","VGF1"
"NAT161",-0.144072410086666,3.04098449184206e-05,0.00414638235462665,"Oli","NAT161"
"CLDN151",0.0850287234278637,0.00164995911555753,0.0405178800635835,"Oli","CLDN151"
"ORAI21",0.0869872022636278,7.77386849233671e-06,0.00189279815880377,"Oli","ORAI21"
"IMMP2L1",-0.0531004304396359,5.12705802406088e-05,0.0053923993464473,"Oli","IMMP2L1"
"LRRN31",0.0583356438414429,9.63573263320133e-05,0.00763855897986629,"Oli","LRRN31"
"NDUFA51",-0.0874680733633193,0.000159128755345404,0.0104817419281864,"Oli","NDUFA51"
"DENND2A1",0.0794259958326711,3.52449151423179e-05,0.00457680398062385,"Oli","DENND2A1"
"CLEC5A1",0.15919967826141,1.24546549248645e-05,0.00249962605755806,"Oli","CLEC5A1"
"ZNF282",0.0488342703495519,0.00165221425121763,0.0405178800635835,"Oli","ZNF282"
"ZNF4671",0.0956051319627362,0.000388287192714195,0.0181934566070723,"Oli","ZNF4671"
"AGAP31",0.0368876612680467,0.00179282895272719,0.0425874961157407,"Oli","AGAP31"
"GALNT111",-0.0219737743266464,0.0024674172606032,0.0490426156681117,"Oli","GALNT111"
"WWC31",0.0371290433745148,0.000317435665008025,0.0159713479423779,"Oli","WWC31"
"MID11",-0.0446752015783829,0.00115822608701527,0.0332471846241121,"Oli","MID11"
"TMSB4X1",-0.0390949337251687,0.000745200651891022,0.0262227999332019,"Oli","TMSB4X1"
"RAI21",0.0448578628076084,0.000464575551058875,0.0203681274555877,"Oli","RAI21"
"PPEF11",-0.122515528199173,1.56065661663044e-05,0.00287561526591298,"Oli","PPEF11"
"SMS1",-0.0719694420641899,3.31886680607851e-05,0.00439347076707577,"Oli","SMS1"
"TSPAN7",-0.102886450213614,0.000535680890827014,0.0224049354184857,"Oli","TSPAN7"
"MID1IP11",0.0860456714741105,0.00213027616110436,0.0458867542759209,"Oli","MID1IP11"
"JADE31",0.0529389363667718,0.00129709496234574,0.0353717796231684,"Oli","JADE31"
"FOXO41",0.10964513344099,0.000725453793282822,0.0259809749691783,"Oli","FOXO41"
"POU3F4",0.0800086974894027,0.00245440704189443,0.0489983016343053,"Oli","POU3F4"
"TRMT2B1",0.0393544586366485,0.000272659570285587,0.0148101421088472,"Oli","TRMT2B1"
"ALG131",-0.0335309378109292,0.00160105714575013,0.0399824435573316,"Oli","ALG131"
"APLN1",0.0992507995783409,0.00183462403257289,0.0433373667410106,"Oli","APLN1"
"MBNL31",-0.0785789592597911,0.00143426283042929,0.0377532310673809,"Oli","MBNL31"
