"","log2foldChange","pValues","FDR","celltype","gene"
"KLHL17",0.162048164201472,0.00102664635219476,0.0225779403422187,"Ex","KLHL17"
"TNFRSF18",-0.154989459744712,0.0011936812363203,0.024326355421853,"Ex","TNFRSF18"
"SKI",0.0617622903036557,0.000479052615521293,0.0147665396950894,"Ex","SKI"
"MMEL1",0.188495964371707,0.00053607852275534,0.0156854735145259,"Ex","MMEL1"
"RERE",0.0545932184761391,0.00211182555987596,0.0331736653328441,"Ex","RERE"
"SLC25A33",-0.0710181214218419,0.00176985582894536,0.0302405817389349,"Ex","SLC25A33"
"FBXO2",0.0963736414300991,0.000137336024750781,0.00688447315248862,"Ex","FBXO2"
"FHAD1",-0.13315132974031,0.00118617845040213,0.024326355421853,"Ex","FHAD1"
"HSPB7",0.139157636155702,0.0032229486389853,0.0437698253910006,"Ex","HSPB7"
"FAM131C",0.110534614694506,0.000366506196125222,0.0126483170313336,"Ex","FAM131C"
"SDHB",-0.0515871839735684,0.00300135231510864,0.0414624506752851,"Ex","SDHB"
"PADI2",0.12210093741428,0.000370994468296887,0.0127069219017764,"Ex","PADI2"
"RCC2",0.060410177614223,2.64885599399876e-05,0.00249303666142669,"Ex","RCC2"
"ARHGEF10L",0.0918581063729142,2.02918832739621e-06,0.000588680486043559,"Ex","ARHGEF10L"
"IFFO2",0.0519601186706753,2.60710387236231e-05,0.00248586442654965,"Ex","IFFO2"
"DDOST",-0.0601139900651315,0.000361517594384751,0.0125427287517457,"Ex","DDOST"
"SH2D5",-0.0956563956389296,0.000777724233528908,0.0192594169016846,"Ex","SH2D5"
"ECE1",0.0643656667110077,0.00141360183867417,0.0269003834887109,"Ex","ECE1"
"ZBTB40",0.0509261772783169,0.00292999834960663,0.0408492101195158,"Ex","ZBTB40"
"IFNLR1",0.0848355860831755,0.00236664762626601,0.0353829390176942,"Ex","IFNLR1"
"RHCE",-0.147393187727952,0.000104621396129588,0.00570605094490771,"Ex","RHCE"
"HMGN2",-0.172379213334338,1.02213432241794e-08,1.99097164088123e-05,"Ex","HMGN2"
"RPS6KA1",0.0570513363688319,0.000877692861886391,0.0205624435941941,"Ex","RPS6KA1"
"MECR",-0.0632314892292127,0.00071394400713996,0.018399414868647,"Ex","MECR"
"PTP4A2",0.0460870660453683,0.000339325163129804,0.0122724100776522,"Ex","PTP4A2"
"KHDRBS1",-0.0610220728592283,5.37311060104979e-05,0.00383572581389078,"Ex","KHDRBS1"
"FAM167B",0.175668487169002,0.00361097801443184,0.0468465130606832,"Ex","FAM167B"
"MARCKSL1",-0.0797883884674491,7.41719429631371e-05,0.00465080742287343,"Ex","MARCKSL1"
"FAM229A",0.142660504982695,4.62280574022129e-05,0.00348242852308935,"Ex","FAM229A"
"SYNC",0.0622057562452933,0.00391507203673287,0.0491547027816323,"Ex","SYNC"
"AZIN2",-0.057720580154303,0.000753893478094253,0.0189306400991071,"Ex","AZIN2"
"ZMYM6",-0.0366369922319523,0.00201497103062505,0.0324639936241789,"Ex","ZMYM6"
"PSMB2",-0.048093968684447,0.00295104827497203,0.0410168636383726,"Ex","PSMB2"
"EVA1B",0.130927713751125,0.00336079945023611,0.045145519056009,"Ex","EVA1B"
"MTF1",0.0504176344381806,0.00032532857194799,0.0119979951662236,"Ex","MTF1"
"RRAGC",0.052467869645866,0.000641287199599462,0.0171827358389423,"Ex","RRAGC"
"BMP8A",0.0692414230954679,0.00340865914822887,0.0454765826674174,"Ex","BMP8A"
"PPT1",-0.0516426095177618,0.000916848609606448,0.0211885267660744,"Ex","PPT1"
"FOXO6",0.115927620544817,0.000774357544800527,0.0192594169016846,"Ex","FOXO6"
"HIVEP3",0.073637948661271,0.00021722655957572,0.00967935993403575,"Ex","HIVEP3"
"ZMYND12",-0.137783058038385,0.000105743592512804,0.00574427842196047,"Ex","ZMYND12"
"PPCS",-0.0743811807712351,7.92309473597091e-05,0.00484445725224051,"Ex","PPCS"
"TMEM125",-0.211042641468932,0.000583685355512613,0.0164093810771432,"Ex","TMEM125"
"PTPRF",-0.0581734343467355,0.000496906224936767,0.0150228744501393,"Ex","PTPRF"
"DPH2",-0.0661090826211219,9.66257315345861e-06,0.00142585891148649,"Ex","DPH2"
"SLC6A9",0.171001956536867,2.62963882087426e-08,3.25955684751096e-05,"Ex","SLC6A9"
"POMGNT1",-0.0384994373517928,0.000709800865239312,0.0183298007529129,"Ex","POMGNT1"
"ATPAF1",-0.0616449783807909,4.41259552025952e-06,0.000971344181413953,"Ex","ATPAF1"
"SPATA6",-0.0869326429859956,7.22715024710549e-05,0.00465080742287343,"Ex","SPATA6"
"AGBL4",-0.0615086796015074,0.00331141927912035,0.0446158121253023,"Ex","AGBL4"
"TTC39A",0.090854412885192,0.000834672881471479,0.0201429464404666,"Ex","TTC39A"
"RAB3B",-0.0928341600410465,0.000244897285318107,0.0103380015025151,"Ex","RAB3B"
"CPT2",-0.12537529906298,1.2128529534518e-05,0.00166794176015724,"Ex","CPT2"
"FGGY",-0.0738748027677185,0.000490276865864863,0.0149107187603725,"Ex","FGGY"
"TM2D1",-0.0664065096492403,2.13390503932759e-06,0.000596137241953435,"Ex","TM2D1"
"ALG6",-0.100518209742924,0.000104278372293746,0.00570605094490771,"Ex","ALG6"
"AK4",0.0822127497086766,0.000568795122459863,0.0162931123839081,"Ex","AK4"
"TNNI3K",-0.154621976006898,0.000799364107814316,0.0196384317298166,"Ex","TNNI3K"
"GIPC2",-0.121109756615911,0.00159667832700551,0.0286096361816435,"Ex","GIPC2"
"SAMD13",-0.0917599326340046,0.000469121043257554,0.0146361297312224,"Ex","SAMD13"
"LMO4",0.0696339257717664,0.000670070080304684,0.0177062122964232,"Ex","LMO4"
"F3",-0.223363926589712,0.00355143650715032,0.0465166539625309,"Ex","F3"
"PALMD",-0.122234321742656,0.00324381548556609,0.0440093772593966,"Ex","PALMD"
"AGL",-0.0573809985478024,0.00336728954015117,0.045145519056009,"Ex","AGL"
"VAV3",0.105440842354636,0.00076489192559212,0.0191715099364863,"Ex","VAV3"
"PSMA5",-0.0703004322343692,0.00354916438961664,0.0465166539625309,"Ex","PSMA5"
"AMPD2",0.0567566509156654,0.000391834911184215,0.0132244282524673,"Ex","AMPD2"
"AHCYL1",-0.133564769599051,2.32524062273721e-07,0.000144112072231918,"Ex","AHCYL1"
"LAMTOR5",-0.0673309929464718,0.00236507893418687,0.0353829390176942,"Ex","LAMTOR5"
"RAP1A",0.0444016777908622,0.00195487805328225,0.0319218709658725,"Ex","RAP1A"
"CAPZA1",-0.0394510628418132,0.00176865424657925,0.0302405817389349,"Ex","CAPZA1"
"TTF2",-0.104545220638951,0.0011895076264884,0.024326355421853,"Ex","TTF2"
"ITGA10",0.171890529496952,0.000146610279767337,0.00719075958499153,"Ex","ITGA10"
"TXNIP",-0.171948107151039,0.00106436454668809,0.0228706569974197,"Ex","TXNIP"
"PDE4DIP",0.0799334592863303,0.000339065726719426,0.0122724100776522,"Ex","PDE4DIP"
"ANP32E",-0.0647612248210949,0.00105686927235269,0.0228496864217183,"Ex","ANP32E"
"C1orf54",-0.110817338876779,0.000541674324452607,0.0157814731066481,"Ex","C1orf54"
"TARS2",-0.0485810412900287,2.56824662008517e-05,0.0024813582556496,"Ex","TARS2"
"TDRKH",-0.0895362204350527,4.08690435264649e-06,0.000960774842212671,"Ex","TDRKH"
"S100A4",0.341504952433395,0.000149830568731718,0.00722467618136268,"Ex","S100A4"
"S100A1",-0.105168692635934,0.000229141113569817,0.010005416438546,"Ex","S100A1"
"SHE",-0.0967609355709829,0.00161426001331559,0.0287164257472576,"Ex","SHE"
"SHC1",-0.0984932181531137,0.00115254729381366,0.023955765779191,"Ex","SHC1"
"ZBTB7B",0.13000560930576,3.76822595568197e-05,0.00306453953475456,"Ex","ZBTB7B"
"ADAM15",-0.0843902705071029,0.000830480222104127,0.0201206830437663,"Ex","ADAM15"
"FAM189B",0.0698638193115269,8.3427962453065e-05,0.00499641199130611,"Ex","FAM189B"
"C1orf61",-0.0710713988093419,0.00376382448847697,0.0479175974793497,"Ex","C1orf61"
"IQGAP3",-0.347369838475285,5.14418858317022e-09,1.40282022663052e-05,"Ex","IQGAP3"
"MNDA",-0.178731795149176,0.00101291359777047,0.0223119174565434,"Ex","MNDA"
"CD84",0.22448317118342,0.000822745642531319,0.0200682233200618,"Ex","CD84"
"NIT1",-0.065367812494026,0.000401140540568613,0.0133403689528123,"Ex","NIT1"
"DEDD",0.0294383967309644,0.00103834421178616,0.0226846059003602,"Ex","DEDD"
"SDHC",-0.0583323805180065,0.000502869062428603,0.0151026864894582,"Ex","SDHC"
"ALDH9A1",-0.103762696067028,9.51176943862949e-06,0.00142585891148649,"Ex","ALDH9A1"
"TMCO1",-0.046433771653505,0.00261819308981901,0.0375779608207181,"Ex","TMCO1"
"POGK",0.068960818313232,1.24774521111873e-05,0.00166794176015724,"Ex","POGK"
"CREG1",-0.0548849466619044,0.00175191065162003,0.0301988643929698,"Ex","CREG1"
"ABL2",0.0479808057609299,0.000715503469975599,0.018399414868647,"Ex","ABL2"
"CAMSAP2",0.0458045191882421,0.00243018194360148,0.0361741602631072,"Ex","CAMSAP2"
"CSRP1",0.135904018128021,5.63032347458918e-05,0.00393689541415505,"Ex","CSRP1"
"ADORA1",0.0556115881927779,0.000325578159992865,0.0119979951662236,"Ex","ADORA1"
"PRELP",0.207902659463224,9.61798365881294e-06,0.00142585891148649,"Ex","PRELP"
"SNRPE",-0.0675926334381884,0.00122242251816669,0.0246564068568089,"Ex","SNRPE"
"TMCC2",0.0999685100169092,3.8142265102724e-05,0.00306453953475456,"Ex","TMCC2"
"CDK18",0.118125960895661,0.000358227211023794,0.0124602755671159,"Ex","CDK18"
"MAPKAPK2",0.105561954077728,7.39859840626706e-05,0.00465080742287343,"Ex","MAPKAPK2"
"TATDN3",-0.0591262604867948,0.000290301406209904,0.0112132002087026,"Ex","TATDN3"
"ENAH",0.0316850749906266,0.00265630838873438,0.0380049998744946,"Ex","ENAH"
"SRP9",-0.0657030289500797,0.000123597810462315,0.00640781804431054,"Ex","SRP9"
"PYCR2",-0.0624306805667105,2.86733141383161e-05,0.00257437098928275,"Ex","PYCR2"
"ITPKB",0.181225526608184,3.65527836214517e-06,0.000887973803706832,"Ex","ITPKB"
"NUP133",-0.0437910925250984,0.000187093845035159,0.00856048515790064,"Ex","NUP133"
"AGT",-0.140620697520109,0.000126956982093382,0.00648863126407958,"Ex","AGT"
"ARV1",-0.0671978666970254,2.53217877909343e-05,0.0024813582556496,"Ex","ARV1"
"GNG4",-0.0789184265263723,0.0020285531769564,0.0324639936241789,"Ex","GNG4"
"GPR137B",-0.067863480440955,0.000485540390044459,0.0148106112265239,"Ex","GPR137B"
"PLD5",0.0494934771572648,0.00183090053384197,0.030556093976665,"Ex","PLD5"
"CNST",0.0849967094916,8.98957887246353e-05,0.00526063982515194,"Ex","CNST"
"ACP1",-0.0556135363702595,0.00114608876128009,0.0238943734863211,"Ex","ACP1"
"ADI1",-0.0494216435466024,0.00314883679142801,0.0431068169187961,"Ex","ADI1"
"NTSR2",-0.130665040180345,0.00225010447220109,0.0344721061555752,"Ex","NTSR2"
"MATN3",-0.227484665451793,0.00027118310432986,0.0107571258810768,"Ex","MATN3"
"NCOA1",0.0416275164103022,0.000177955473352634,0.008225162302248,"Ex","NCOA1"
"CENPO",0.0658202472217755,0.000236989002805472,0.0101296083174063,"Ex","CENPO"
"EFR3B",-0.0750708258278827,2.29083146900533e-05,0.00240914292246247,"Ex","EFR3B"
"HADHA",-0.0592444349177477,3.90347987619778e-07,0.000190085528971274,"Ex","HADHA"
"HADHB",-0.0899708052721211,8.24723607743355e-07,0.000303921794367044,"Ex","HADHB"
"ADGRF3",-0.148052424210403,6.96366882992717e-07,0.000271284641417305,"Ex","ADGRF3"
"PPM1G",0.0331218318430144,0.00119535446517356,0.024326355421853,"Ex","PPM1G"
"C2orf16",-0.125897477254256,0.000501745973530716,0.0151022215211729,"Ex","C2orf16"
"SUPT7L",-0.0407443987542129,0.00190028019086295,0.0313684266373079,"Ex","SUPT7L"
"RBKS",-0.0844925412132478,0.000703628023907085,0.0182048730663626,"Ex","RBKS"
"CLIP4",-0.0610026505240082,0.00381930164531903,0.0484429562176046,"Ex","CLIP4"
"TTC27",-0.0534099491673756,0.000483368748507975,0.0148106112265239,"Ex","TTC27"
"DHX57",-0.0411884504427489,0.00277009099518367,0.0391400940096677,"Ex","DHX57"
"DYNC2LI1",-0.14771261073596,4.54412743250677e-05,0.00346140656660502,"Ex","DYNC2LI1"
"RHOQ",0.0678784308069353,0.000218253974245607,0.00969346234149464,"Ex","RHOQ"
"MSH2",-0.0596138138158873,0.00022932081898865,0.010005416438546,"Ex","MSH2"
"KCNK12",0.118165530978019,2.70832297838039e-06,0.000710153534811857,"Ex","KCNK12"
"C2orf73",-0.137201354634853,0.00146830494540403,0.0275004641903626,"Ex","C2orf73"
"EFEMP1",-0.169713835833261,0.00194305869625276,0.031881594853678,"Ex","EFEMP1"
"REL",0.0718413053202687,0.00375425139042567,0.0478403903817327,"Ex","REL"
"PUS10",-0.0848237502211191,0.000997933231286977,0.0221878192427554,"Ex","PUS10"
"VPS54",0.045745903160169,0.00203811060861973,0.032578708263224,"Ex","VPS54"
"EMX1",0.0635823928580832,0.00379992152555493,0.0482420204850479,"Ex","EMX1"
"RAB11FIP5",0.0714132607033813,0.00128630369759677,0.0255294773169316,"Ex","RAB11FIP5"
"WBP1",-0.067049132464053,0.0027919144749465,0.0393627228358113,"Ex","WBP1"
"TCF7L1",0.0875857737224626,0.00209352161569628,0.0330766711819453,"Ex","TCF7L1"
"RETSAT",-0.063885046688076,0.000518840412713685,0.015279457942443,"Ex","RETSAT"
"PTCD3",-0.0366616969463376,0.000697505098627154,0.0181152038472024,"Ex","PTCD3"
"IMMT",-0.0684519843087497,0.000872674265522186,0.0205508007087997,"Ex","IMMT"
"CNNM3",0.056233695913944,0.000168429102949906,0.00789185848358064,"Ex","CNNM3"
"FAHD2B",-0.0907585132833946,0.000880843058345267,0.0206008492290527,"Ex","FAHD2B"
"LYG1",0.164121097271668,0.00248540935566857,0.0365178411255829,"Ex","LYG1"
"IL1RL2",-0.12354568350879,1.79483105124675e-05,0.00210970011928874,"Ex","IL1RL2"
"NCK2",0.0612581609686611,4.31192768398924e-05,0.00334051897563598,"Ex","NCK2"
"ST6GAL2",-0.0749198592251066,0.000677451135844511,0.0178666271513344,"Ex","ST6GAL2"
"TTL",0.0358672732098286,0.00105388485928521,0.0228496864217183,"Ex","TTL"
"SLC20A1",-0.0408494843321217,0.00215174892453454,0.0335687603959136,"Ex","SLC20A1"
"IL1B",-0.384185131050997,0.0029568130650196,0.0410400592387092,"Ex","IL1B"
"PSD4",0.089562439179629,0.000120322553693558,0.00631146329199353,"Ex","PSD4"
"CFAP221",-0.0780048260671169,2.85224896565269e-05,0.00257437098928275,"Ex","CFAP221"
"TFCP2L1",0.212981861124974,0.00165108632910999,0.0292232275651053,"Ex","TFCP2L1"
"TSN",-0.0363785504943532,0.00146325248741938,0.0274813328732277,"Ex","TSN"
"GYPC",0.133582407529961,4.18743665261829e-05,0.00327106180299649,"Ex","GYPC"
"HS6ST1",0.0691870321632724,0.00148151667006806,0.0277098488290508,"Ex","HS6ST1"
"RAB6C",-0.12091244747275,0.00178796984982061,0.0303977168357905,"Ex","RAB6C"
"ZRANB3",-0.0516165152518422,0.00361559552521024,0.0468618298348305,"Ex","ZRANB3"
"MCM6",-0.0740292996717891,0.00177226124533425,0.0302437823280757,"Ex","MCM6"
"RPRM",0.18043421885092,0.00106737640189189,0.0228795146798153,"Ex","RPRM"
"KCNJ3",0.06732703060172,0.00257040595476434,0.03718507621369,"Ex","KCNJ3"
"GCA",-0.0569665964724586,0.00111822410479037,0.0234930441738316,"Ex","GCA"
"CYBRD1",-0.0977064366939353,0.000734465525159431,0.0186624010117922,"Ex","CYBRD1"
"DNAJC10",-0.0652738751965147,0.000621371499533027,0.0169482797750409,"Ex","DNAJC10"
"C2orf88",0.0813040144380807,0.0020559698168736,0.0326726671947221,"Ex","C2orf88"
"EEF1B2",-0.058182293923764,0.00148867596264424,0.0277678511390538,"Ex","EEF1B2"
"MDH1B",-0.111856175384785,0.00114608876128009,0.0238943734863211,"Ex","MDH1B"
"XRCC5",-0.0440219250840821,0.00275923778788366,0.0390677126041472,"Ex","XRCC5"
"IGFBP5",0.060316563901508,0.00234010899114839,0.0352801860230838,"Ex","IGFBP5"
"TNS1",0.083292727899738,0.0011566009415758,0.0239669511221672,"Ex","TNS1"
"STK36",0.095787951160319,0.00375186157639952,0.0478403903817327,"Ex","STK36"
"SERPINE2",-0.0840562114748415,0.00103247995056078,0.0226289159757668,"Ex","SERPINE2"
"DAW1",-0.108696629038024,0.00156526010806848,0.0284002172965537,"Ex","DAW1"
"C2orf72",0.0607949637145904,0.00228480688096056,0.0348471385032408,"Ex","C2orf72"
"GIGYF2",0.0475036833925024,0.00010165569932086,0.00565745085812217,"Ex","GIGYF2"
"INPP5D",0.0764253003786335,0.00339554534322704,0.0453904517204909,"Ex","INPP5D"
"PPP1R7",-0.0385303618805288,0.00225610476864606,0.0345252396414018,"Ex","PPP1R7"
"CAMK1",0.0499000018342732,0.00141653651227682,0.0269003834887109,"Ex","CAMK1"
"IRAK2",0.113359714908765,0.00160654621374586,0.0286539276160868,"Ex","IRAK2"
"PPARG",0.0878628965480743,3.8142265102724e-05,0.00306453953475456,"Ex","PPARG"
"WNT7A",0.0987174656512444,0.00391010816409563,0.0491376265598561,"Ex","WNT7A"
"MRPS25",-0.0583749184203004,0.00224561384925565,0.0344721061555752,"Ex","MRPS25"
"RFTN1",-0.0485100590439496,0.00153335836027214,0.0281214348152707,"Ex","RFTN1"
"RPL15",-0.0423989791349246,0.00170371062778372,0.0299244999582378,"Ex","RPL15"
"CRTAP",0.0678255736996478,1.27891380527468e-05,0.00168902343364417,"Ex","CRTAP"
"MLH1",-0.0490826250161516,0.000716544869472061,0.018399414868647,"Ex","MLH1"
"ZNF621",0.0749660967565218,5.5888241970967e-07,0.000229296561081616,"Ex","ZNF621"
"LTF",0.680230022563203,1.83062171431619e-12,2.49605270747012e-08,"Ex","LTF"
"SETD2",0.0370786142198947,0.000107228225278992,0.00580181290348832,"Ex","SETD2"
"KIF9",-0.0692493219041217,0.00307827627209014,0.0423107832358358,"Ex","KIF9"
"IP6K2",0.0646780480627189,3.14937461755455e-05,0.00270073728995952,"Ex","IP6K2"
"IMPDH2",-0.0558091792205646,9.77172971658592e-05,0.0055056832514731,"Ex","IMPDH2"
"USP4",-0.0450189327917787,0.000367343860976024,0.0126483170313336,"Ex","USP4"
"HEMK1",-0.0655575762244149,0.000841301032979175,0.0202670310683234,"Ex","HEMK1"
"GLT8D1",-0.0377174347787372,0.00220998341340099,0.0340102977897545,"Ex","GLT8D1"
"SPCS1",-0.059008140314937,0.000267836418197521,0.0107095295076926,"Ex","SPCS1"
"SLC25A26",-0.0587848174456891,0.0011566009415758,0.0239669511221672,"Ex","SLC25A26"
"SUCLG2",-0.114327825556021,7.643820621019e-05,0.00473743155307245,"Ex","SUCLG2"
"MITF",0.119402599541602,4.61097863727869e-06,0.000982354589363984,"Ex","MITF"
"PPP4R2",0.0606164408497971,0.00132076327461454,0.0261373109569946,"Ex","PPP4R2"
"PDZRN3",0.0508572477091933,6.41399650099702e-05,0.00432944763817299,"Ex","PDZRN3"
"TFG",-0.0387019946569378,0.00183090053384197,0.030556093976665,"Ex","TFG"
"DZIP3",-0.0261409146096838,0.00305441800451783,0.0420676661531319,"Ex","DZIP3"
"PLCXD2",0.108918357968662,0.00292428129094825,0.0408378137118308,"Ex","PLCXD2"
"ZDHHC23",-0.130052874874711,5.50898545102431e-06,0.0011046325974223,"Ex","ZDHHC23"
"RABL3",-0.0660981999414632,0.000290301406209904,0.0112132002087026,"Ex","RABL3"
"FAM162A",-0.062235938164112,0.00109252670454087,0.0231836842619705,"Ex","FAM162A"
"ITGB5",0.092224053386174,0.00226362575418384,0.0346014990563864,"Ex","ITGB5"
"ROPN1B",-0.14956617057783,0.00153652137421171,0.0281214348152707,"Ex","ROPN1B"
"ACAD9",-0.0456948172861802,0.000146374350914398,0.00719075958499153,"Ex","ACAD9"
"MSL2",0.0460020585890897,6.74074050473877e-05,0.00447382558951057,"Ex","MSL2"
"PCCB",-0.0858049892362196,6.57821731632249e-05,0.00441842330581563,"Ex","PCCB"
"STAG1",0.0552221088508924,0.000189183636853641,0.00862715347324212,"Ex","STAG1"
"FAIM",-0.0611578733280835,0.00365039839129023,0.0470001719218529,"Ex","FAIM"
"MRPS22",-0.0497709415638652,0.00336728954015117,0.045145519056009,"Ex","MRPS22"
"RBP1",-0.126098840098327,0.00133645350228304,0.0262937551087597,"Ex","RBP1"
"ATP1B3",0.04360376889072,0.000777724233528908,0.0192594169016846,"Ex","ATP1B3"
"TFDP2",0.0859742122850786,1.24494445787813e-06,0.000394763201934146,"Ex","TFDP2"
"ATR",-0.0681731749183525,0.00259078763826516,0.0373024175794567,"Ex","ATR"
"CP",-0.310731515660326,0.00228784753325039,0.0348545263864459,"Ex","CP"
"WWTR1",0.0967582506861828,0.000847977976139041,0.0203201752278661,"Ex","WWTR1"
"P2RY12",-0.25762670228428,0.000164570235472103,0.00773763848504182,"Ex","P2RY12"
"IGSF10",-0.0993360296075663,0.00340209649318264,0.0454334825509748,"Ex","IGSF10"
"P2RY1",-0.140754921576811,0.000400231052853289,0.0133403689528123,"Ex","P2RY1"
"GFM1",-0.0548758885242187,0.000435525146887721,0.0140056258910709,"Ex","GFM1"
"B3GALNT1",-0.0639129877842572,0.00193130498289771,0.0317651911240172,"Ex","B3GALNT1"
"LRRC34",-0.0796664588937948,5.61599807050206e-05,0.00393689541415505,"Ex","LRRC34"
"NDUFB5",-0.0446800745093539,0.00290529787817193,0.0407129872239201,"Ex","NDUFB5"
"DNAJC19",-0.0841237436454509,3.34380047151266e-07,0.000175356613188751,"Ex","DNAJC19"
"KLHL6",0.205146370929566,0.00320427313490804,0.0436030580783145,"Ex","KLHL6"
"KLHL24",0.047222117889997,0.00362948029690083,0.0468636021290179,"Ex","KLHL24"
"C3orf70",-0.08089017035558,0.000254634602013341,0.0105210387831876,"Ex","C3orf70"
"EHHADH",-0.148673896659297,1.47054483346902e-06,0.000455701791007957,"Ex","EHHADH"
"SST",-0.476351630284673,4.23914046699026e-08,4.44620617441633e-05,"Ex","SST"
"OSTN",-0.224134541827615,0.000691431720635318,0.0179917395245469,"Ex","OSTN"
"FAM43A",0.0976404458446369,0.00368550562522579,0.0472292003758963,"Ex","FAM43A"
"PPP1R2",-0.0795544444364822,0.00193521561381083,0.0317911625232658,"Ex","PPP1R2"
"PCYT1A",0.0260158682616014,0.0017305973216997,0.0301316844079608,"Ex","PCYT1A"
"CEP19",0.0688462838123844,0.00145721068874231,0.0274434637306649,"Ex","CEP19"
"SPON2",-0.182595914182014,0.000952176989199922,0.0217834450465452,"Ex","SPON2"
"NOP14",0.0329750874646884,0.000985956779583628,0.0220747466167862,"Ex","NOP14"
"TADA2B",0.043102473283871,2.28270292315581e-05,0.00240914292246247,"Ex","TADA2B"
"SORCS2",-0.0747420408514223,0.00246090428391605,0.0363536618756179,"Ex","SORCS2"
"HS3ST1",0.0895603703019248,0.000323834800219313,0.0119979951662236,"Ex","HS3ST1"
"QDPR",0.0724508123182233,0.00140580342506885,0.0268646939489849,"Ex","QDPR"
"LAP3",-0.128256498938887,0.000423236970884647,0.013740085947648,"Ex","LAP3"
"CCDC149",0.0358799634890499,0.0011025840199368,0.0232720326808642,"Ex","CCDC149"
"C4orf19",0.145129459780551,0.00248540935566857,0.0365178411255829,"Ex","C4orf19"
"OCIAD1",-0.0468975884577585,0.000516146098901549,0.0152670446888523,"Ex","OCIAD1"
"LRRC66",0.0970092588914024,0.00319600460985283,0.0435775228553433,"Ex","LRRC66"
"HOPX",-0.0901862013377555,5.36460311913685e-06,0.00109173676909598,"Ex","HOPX"
"COX18",-0.0686434605147523,9.54868896362928e-05,0.00547947090026764,"Ex","COX18"
"PRDM8",0.0668096978776589,0.00089611043249518,0.0208862662343107,"Ex","PRDM8"
"PLAC8",-0.23344890179455,0.00331141927912035,0.0446158121253023,"Ex","PLAC8"
"SPP1",0.215571586336861,0.00118534750260729,0.024326355421853,"Ex","SPP1"
"NAP1L5",-0.0905378553211253,0.000602919437262955,0.0166750639494531,"Ex","NAP1L5"
"BMPR1B",-0.0873490413792912,0.000428370944240029,0.013839364289535,"Ex","BMPR1B"
"NPNT",0.1782043184461,3.74675774193063e-07,0.000189211265967497,"Ex","NPNT"
"ETNPPL",-0.128233120164118,0.000215185338792303,0.0096198429325674,"Ex","ETNPPL"
"TRAM1L1",-0.0688984334548889,0.00351974696776412,0.0462794116735427,"Ex","TRAM1L1"
"NUDT6",-0.0603885760502103,0.000349055904458295,0.0123887446896444,"Ex","NUDT6"
"INTU",-0.0716894954823504,0.00235568675693314,0.0353667711846433,"Ex","INTU"
"PLK4",-0.217292525993817,2.78040755853427e-05,0.00256154439598749,"Ex","PLK4"
"SCOC",-0.078832208580546,0.00118368722028262,0.024326355421853,"Ex","SCOC"
"ANAPC10",-0.047178698615842,0.00202311026902222,0.0324639936241789,"Ex","ANAPC10"
"ARHGAP10",0.0617125567635926,0.00277009099518367,0.0391400940096677,"Ex","ARHGAP10"
"DCHS2",-0.165682018702066,2.32016818638897e-09,1.05451644071379e-05,"Ex","DCHS2"
"PLRG1",-0.0518493147063248,0.000770446843173089,0.019240004957262,"Ex","PLRG1"
"LRAT",-0.19434214167173,5.67832521754745e-05,0.00395020226230916,"Ex","LRAT"
"CTSO",-0.143003160109945,0.0032229486389853,0.0437698253910006,"Ex","CTSO"
"TMEM144",-0.10874557936425,0.000461452779795103,0.0144641578218534,"Ex","TMEM144"
"ETFDH",-0.0802292245337175,2.22458655167699e-05,0.00240914292246247,"Ex","ETFDH"
"FAM218A",-0.127886088452847,2.6507475700349e-06,0.000708685159165214,"Ex","FAM218A"
"DDX60",-0.177666343234597,0.000867060153770088,0.020527397119565,"Ex","DDX60"
"HMGB2",-0.070999720006844,0.00171185258286949,0.0299244999582378,"Ex","HMGB2"
"SCRG1",-0.104222351670361,0.00119117544989491,0.024326355421853,"Ex","SCRG1"
"LRP2BP",-0.136546253875015,6.32266843256671e-05,0.00431047920390236,"Ex","LRP2BP"
"CCDC127",0.044353533552643,0.000995103187343453,0.0221878192427554,"Ex","CCDC127"
"ADAMTS16",0.120312069045186,0.000258228056426948,0.0105499416529673,"Ex","ADAMTS16"
"SUB1",-0.0745668791714831,0.000227529701933419,0.010005416438546,"Ex","SUB1"
"BRIX1",-0.0499148008915826,0.00291477547952409,0.0408038641307094,"Ex","BRIX1"
"DNAJC21",0.044868714087527,0.000211489798594613,0.00948573488104455,"Ex","DNAJC21"
"RANBP3L",0.157046779225646,0.000253249854185174,0.0104956284553643,"Ex","RANBP3L"
"FBXO4",-0.084099215338293,0.00173413290354426,0.0301316844079608,"Ex","FBXO4"
"NIM1K",0.0458690076926143,1.61375329160368e-05,0.00197884987300431,"Ex","NIM1K"
"HMGCS1",-0.112301604689336,0.00039631215584874,0.0133046988508531,"Ex","HMGCS1"
"FGF10",0.175836239350943,0.000437495563513234,0.0140358870788305,"Ex","FGF10"
"PLPP1",0.0666657012719076,0.000665190988953702,0.0176585825892043,"Ex","PLPP1"
"DIMT1",-0.0598096472779863,0.00365739541385304,0.0470315031750666,"Ex","DIMT1"
"MCCC2",-0.0801627045201787,9.82015986533861e-05,0.00551020081332889,"Ex","MCCC2"
"HEXB",-0.0440297920934469,0.00188876438542264,0.0312540077612108,"Ex","HEXB"
"GFM2",-0.061853900213932,0.00202311026902222,0.0324639936241789,"Ex","GFM2"
